dist,global_mean,global_CI_lower,global_CI_upper,global_std,global_median,T_mean,T_CI_lower,T_CI_upper,T_std,T_median
4884.2215784529735,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,60.29669025022094,54.05791810270183,57.56217713661151,69.64943314918158,55.26535123703087
4769.640127005974,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,59.700064975135724,53.365474749937555,56.826138050613785,71.47219293601167,54.53868214114053
2727.1857718263964,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,45.67205387722952,40.974386472077384,44.30941595448061,53.07383844377464,41.67321393989883
3983.3681890015455,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,54.302035071619535,48.63068365438718,51.94832619838403,72.3826157831845,49.58655052498808
4838.329993270164,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,59.79100615832184,53.781551652234306,57.26309460029557,69.33595811681772,54.974731022662056
4630.696124480932,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,58.498444722140036,52.53583106680992,55.9432636239427,76.98465517394771,53.667269218776234
4935.590173178456,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,60.476469797556796,54.368513833594754,57.91426185932045,64.14218215893008,55.59315285018631
2824.0528187573636,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,47.15840352013649,41.56566910850261,44.89475041804566,64.98050150619102,42.26883996274421
1864.2272849932488,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,41.96663521113869,35.55360345781892,39.18380563918161,85.25513278595007,36.35902667126469
2141.291025729175,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,43.76807784392223,37.309813879639215,40.83239940452302,77.62293750760635,38.07449018215209
3925.7867770630905,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,53.34357952221156,48.28152765583228,51.56545251738997,55.97293733265469,49.21634199083694
710.7155023431211,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,34.19246546065816,28.066112565137402,32.21875282072597,78.03887018054715,29.18096911305635
1432.8255369450737,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,39.94774163524917,32.78165337929455,36.60502199749999,83.80506120593802,33.67315422956834
3331.04741885247,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,49.47121071559406,44.66879683400113,47.922119823722426,58.67330979971366,45.44983443347278
3712.5369165386783,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,52.00272410593326,46.99639246514443,50.26279184035666,56.39917440777394,47.86346669722053
1293.61280732389,45.571007931480686,25.784947227928875,56.10976316978112,69.10891065716714,41.48750716782864,38.2844485035302,31.879321882604174,35.790980690631244,64.45737002081592,32.806699419435716
